day,day_label,week,week_label,mnth,mnth_label,qrtr,qrtr_label,ssn,ssn_label,year,year_label,woy,woy_label
20121221,2012年12月21日,W51_2012,12/17/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W51,51周
20121222,2012年12月22日,W51_2012,12/17/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W51,51周
20121223,2012年12月23日,W51_2012,12/17/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W51,51周
20121224,2012年12月24日,W52_2012,12/24/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W52,52周
20121225,2012年12月25日,W52_2012,12/24/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W52,52周
20121226,2012年12月26日,W52_2012,12/24/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W52,52周
20121227,2012年12月27日,W52_2012,12/24/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W52,52周
20121228,2012年12月28日,W52_2012,12/24/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W52,52周
20121229,2012年12月29日,W52_2012,12/24/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W52,52周
20121230,2012年12月30日,W52_2012,12/24/2012,M12_2012,2012年12月,Q04_2012,2012年04季度,H02_2012,2012下半年,Y2012,2012年,W52,52周
20121231,2012年12月31日,W01_2013,12/31/2012,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W01,01周
20130101,2013年01月01日,W01_2013,12/31/2012,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W01,01周
20130102,2013年01月02日,W01_2013,12/31/2012,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W01,01周
20130103,2013年01月03日,W01_2013,12/31/2012,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W01,01周
20130104,2013年01月04日,W01_2013,12/31/2012,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W01,01周
20130105,2013年01月05日,W01_2013,12/31/2012,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W01,01周
20130106,2013年01月06日,W01_2013,12/31/2012,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W01,01周
20130107,2013年01月07日,W02_2013,01/07/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W02,02周
20130108,2013年01月08日,W02_2013,01/07/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W02,02周
20130109,2013年01月09日,W02_2013,01/07/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W02,02周
20130110,2013年01月10日,W02_2013,01/07/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W02,02周
20130111,2013年01月11日,W02_2013,01/07/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W02,02周
20130112,2013年01月12日,W02_2013,01/07/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W02,02周
20130113,2013年01月13日,W02_2013,01/07/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W02,02周
20130114,2013年01月14日,W03_2013,01/14/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W03,03周
20130115,2013年01月15日,W03_2013,01/14/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W03,03周
20130116,2013年01月16日,W03_2013,01/14/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W03,03周
20130117,2013年01月17日,W03_2013,01/14/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W03,03周
20130118,2013年01月18日,W03_2013,01/14/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W03,03周
20130119,2013年01月19日,W03_2013,01/14/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W03,03周
20130120,2013年01月20日,W03_2013,01/14/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W03,03周
20130121,2013年01月21日,W04_2013,01/21/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W04,04周
20130122,2013年01月22日,W04_2013,01/21/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W04,04周
20130123,2013年01月23日,W04_2013,01/21/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W04,04周
20130124,2013年01月24日,W04_2013,01/21/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W04,04周
20130125,2013年01月25日,W04_2013,01/21/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W04,04周
20130126,2013年01月26日,W04_2013,01/21/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W04,04周
20130127,2013年01月27日,W04_2013,01/21/2013,M01_2013,2013年01月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W04,04周
20130128,2013年01月28日,W05_2013,01/28/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W05,05周
20130129,2013年01月29日,W05_2013,01/28/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W05,05周
20130130,2013年01月30日,W05_2013,01/28/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W05,05周
20130131,2013年01月31日,W05_2013,01/28/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W05,05周
20130201,2013年02月01日,W05_2013,01/28/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W05,05周
20130202,2013年02月02日,W05_2013,01/28/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W05,05周
20130203,2013年02月03日,W05_2013,01/28/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W05,05周
20130204,2013年02月04日,W06_2013,02/04/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W06,06周
20130205,2013年02月05日,W06_2013,02/04/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W06,06周
20130206,2013年02月06日,W06_2013,02/04/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W06,06周
20130207,2013年02月07日,W06_2013,02/04/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W06,06周
20130208,2013年02月08日,W06_2013,02/04/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W06,06周
20130209,2013年02月09日,W06_2013,02/04/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W06,06周
20130210,2013年02月10日,W06_2013,02/04/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W06,06周
20130211,2013年02月11日,W07_2013,02/11/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W07,07周
20130212,2013年02月12日,W07_2013,02/11/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W07,07周
20130213,2013年02月13日,W07_2013,02/11/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W07,07周
20130214,2013年02月14日,W07_2013,02/11/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W07,07周
20130215,2013年02月15日,W07_2013,02/11/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W07,07周
20130216,2013年02月16日,W07_2013,02/11/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W07,07周
20130217,2013年02月17日,W07_2013,02/11/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W07,07周
20130218,2013年02月18日,W08_2013,02/18/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W08,08周
20130219,2013年02月19日,W08_2013,02/18/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W08,08周
20130220,2013年02月20日,W08_2013,02/18/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W08,08周
20130221,2013年02月21日,W08_2013,02/18/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W08,08周
20130222,2013年02月22日,W08_2013,02/18/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W08,08周
20130223,2013年02月23日,W08_2013,02/18/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W08,08周
20130224,2013年02月24日,W08_2013,02/18/2013,M02_2013,2013年02月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W08,08周
20130225,2013年02月25日,W09_2013,02/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W09,09周
20130226,2013年02月26日,W09_2013,02/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W09,09周
20130227,2013年02月27日,W09_2013,02/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W09,09周
20130228,2013年02月28日,W09_2013,02/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W09,09周
20130301,2013年03月01日,W09_2013,02/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W09,09周
20130302,2013年03月02日,W09_2013,02/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W09,09周
20130303,2013年03月03日,W09_2013,02/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W09,09周
20130304,2013年03月04日,W10_2013,03/04/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W10,10周
20130305,2013年03月05日,W10_2013,03/04/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W10,10周
20130306,2013年03月06日,W10_2013,03/04/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W10,10周
20130307,2013年03月07日,W10_2013,03/04/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W10,10周
20130308,2013年03月08日,W10_2013,03/04/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W10,10周
20130309,2013年03月09日,W10_2013,03/04/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W10,10周
20130310,2013年03月10日,W10_2013,03/04/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W10,10周
20130311,2013年03月11日,W11_2013,03/11/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W11,11周
20130312,2013年03月12日,W11_2013,03/11/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W11,11周
20130313,2013年03月13日,W11_2013,03/11/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W11,11周
20130314,2013年03月14日,W11_2013,03/11/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W11,11周
20130315,2013年03月15日,W11_2013,03/11/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W11,11周
20130316,2013年03月16日,W11_2013,03/11/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W11,11周
20130317,2013年03月17日,W11_2013,03/11/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W11,11周
20130318,2013年03月18日,W12_2013,03/18/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W12,12周
20130319,2013年03月19日,W12_2013,03/18/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W12,12周
20130320,2013年03月20日,W12_2013,03/18/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W12,12周
20130321,2013年03月21日,W12_2013,03/18/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W12,12周
20130322,2013年03月22日,W12_2013,03/18/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W12,12周
20130323,2013年03月23日,W12_2013,03/18/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W12,12周
20130324,2013年03月24日,W12_2013,03/18/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W12,12周
20130325,2013年03月25日,W13_2013,03/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W13,13周
20130326,2013年03月26日,W13_2013,03/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W13,13周
20130327,2013年03月27日,W13_2013,03/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W13,13周
20130328,2013年03月28日,W13_2013,03/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W13,13周
20130329,2013年03月29日,W13_2013,03/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W13,13周
20130330,2013年03月30日,W13_2013,03/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W13,13周
20130331,2013年03月31日,W13_2013,03/25/2013,M03_2013,2013年03月,Q01_2013,2013年01季度,H01_2013,2013上半年,Y2013,2013年,W13,13周
20130401,2013年04月01日,W14_2013,04/01/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W14,14周
20130402,2013年04月02日,W14_2013,04/01/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W14,14周
20130403,2013年04月03日,W14_2013,04/01/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W14,14周
20130404,2013年04月04日,W14_2013,04/01/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W14,14周
20130405,2013年04月05日,W14_2013,04/01/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W14,14周
20130406,2013年04月06日,W14_2013,04/01/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W14,14周
20130407,2013年04月07日,W14_2013,04/01/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W14,14周
20130408,2013年04月08日,W15_2013,04/08/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W15,15周
20130409,2013年04月09日,W15_2013,04/08/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W15,15周
20130410,2013年04月10日,W15_2013,04/08/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W15,15周
20130411,2013年04月11日,W15_2013,04/08/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W15,15周
20130412,2013年04月12日,W15_2013,04/08/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W15,15周
20130413,2013年04月13日,W15_2013,04/08/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W15,15周
20130414,2013年04月14日,W15_2013,04/08/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W15,15周
20130415,2013年04月15日,W16_2013,04/15/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W16,16周
20130416,2013年04月16日,W16_2013,04/15/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W16,16周
20130417,2013年04月17日,W16_2013,04/15/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W16,16周
20130418,2013年04月18日,W16_2013,04/15/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W16,16周
20130419,2013年04月19日,W16_2013,04/15/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W16,16周
20130420,2013年04月20日,W16_2013,04/15/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W16,16周
20130421,2013年04月21日,W16_2013,04/15/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W16,16周
20130422,2013年04月22日,W17_2013,04/22/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W17,17周
20130423,2013年04月23日,W17_2013,04/22/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W17,17周
20130424,2013年04月24日,W17_2013,04/22/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W17,17周
20130425,2013年04月25日,W17_2013,04/22/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W17,17周
20130426,2013年04月26日,W17_2013,04/22/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W17,17周
20130427,2013年04月27日,W17_2013,04/22/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W17,17周
20130428,2013年04月28日,W17_2013,04/22/2013,M04_2013,2013年04月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W17,17周
20130429,2013年04月29日,W18_2013,04/29/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W18,18周
20130430,2013年04月30日,W18_2013,04/29/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W18,18周
20130501,2013年05月01日,W18_2013,04/29/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W18,18周
20130502,2013年05月02日,W18_2013,04/29/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W18,18周
20130503,2013年05月03日,W18_2013,04/29/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W18,18周
20130504,2013年05月04日,W18_2013,04/29/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W18,18周
20130505,2013年05月05日,W18_2013,04/29/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W18,18周
20130506,2013年05月06日,W19_2013,05/06/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W19,19周
20130507,2013年05月07日,W19_2013,05/06/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W19,19周
20130508,2013年05月08日,W19_2013,05/06/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W19,19周
20130509,2013年05月09日,W19_2013,05/06/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W19,19周
20130510,2013年05月10日,W19_2013,05/06/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W19,19周
20130511,2013年05月11日,W19_2013,05/06/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W19,19周
20130512,2013年05月12日,W19_2013,05/06/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W19,19周
20130513,2013年05月13日,W20_2013,05/13/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W20,20周
20130514,2013年05月14日,W20_2013,05/13/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W20,20周
20130515,2013年05月15日,W20_2013,05/13/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W20,20周
20130516,2013年05月16日,W20_2013,05/13/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W20,20周
20130517,2013年05月17日,W20_2013,05/13/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W20,20周
20130518,2013年05月18日,W20_2013,05/13/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W20,20周
20130519,2013年05月19日,W20_2013,05/13/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W20,20周
20130520,2013年05月20日,W21_2013,05/20/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W21,21周
20130521,2013年05月21日,W21_2013,05/20/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W21,21周
20130522,2013年05月22日,W21_2013,05/20/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W21,21周
20130523,2013年05月23日,W21_2013,05/20/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W21,21周
20130524,2013年05月24日,W21_2013,05/20/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W21,21周
20130525,2013年05月25日,W21_2013,05/20/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W21,21周
20130526,2013年05月26日,W21_2013,05/20/2013,M05_2013,2013年05月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W21,21周
20130527,2013年05月27日,W22_2013,05/27/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W22,22周
20130528,2013年05月28日,W22_2013,05/27/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W22,22周
20130529,2013年05月29日,W22_2013,05/27/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W22,22周
20130530,2013年05月30日,W22_2013,05/27/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W22,22周
20130531,2013年05月31日,W22_2013,05/27/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W22,22周
20130601,2013年06月01日,W22_2013,05/27/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W22,22周
20130602,2013年06月02日,W22_2013,05/27/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W22,22周
20130603,2013年06月03日,W23_2013,06/03/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W23,23周
20130604,2013年06月04日,W23_2013,06/03/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W23,23周
20130605,2013年06月05日,W23_2013,06/03/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W23,23周
20130606,2013年06月06日,W23_2013,06/03/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W23,23周
20130607,2013年06月07日,W23_2013,06/03/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W23,23周
20130608,2013年06月08日,W23_2013,06/03/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W23,23周
20130609,2013年06月09日,W23_2013,06/03/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W23,23周
20130610,2013年06月10日,W24_2013,06/10/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W24,24周
20130611,2013年06月11日,W24_2013,06/10/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W24,24周
20130612,2013年06月12日,W24_2013,06/10/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W24,24周
20130613,2013年06月13日,W24_2013,06/10/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W24,24周
20130614,2013年06月14日,W24_2013,06/10/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W24,24周
20130615,2013年06月15日,W24_2013,06/10/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W24,24周
20130616,2013年06月16日,W24_2013,06/10/2013,M06_2013,2013年06月,Q02_2013,2013年02季度,H01_2013,2013上半年,Y2013,2013年,W24,24周
